normalized_rating,original_title,image_url
4,Sense and Sensibility,https://images.gr-assets.com/books/1397245675m/14935.jpg
3,Holes,https://images.gr-assets.com/books/1327781893m/38709.jpg
3,The Devil Wears Prada,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3,Ὀδύσσεια,https://images.gr-assets.com/books/1390173285m/1381.jpg
4,Le Petit Prince,https://images.gr-assets.com/books/1367545443m/157993.jpg
4,The Glass Castle,https://images.gr-assets.com/books/1400930557m/7445.jpg
4,Into the Wild,https://images.gr-assets.com/books/1403173986m/1845.jpg
3,A Tale of Two Cities,https://images.gr-assets.com/books/1344922523m/1953.jpg
4,Jurassic Park,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,The Giving Tree,https://images.gr-assets.com/books/1174210942m/370493.jpg
4,A Time to Kill,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,Un di Velt Hot Geshvign,https://images.gr-assets.com/books/1473495285m/1617.jpg
3,Paper Towns,https://images.gr-assets.com/books/1349013610m/6442769.jpg
4,The Princess Bride,https://images.gr-assets.com/books/1327903636m/21787.jpg
4,The Outsiders,https://images.gr-assets.com/books/1442129426m/231804.jpg
4,The Maze Runner,https://images.gr-assets.com/books/1375596592m/6186357.jpg
3,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,https://images.gr-assets.com/books/1327909092m/1202.jpg
4,The Secret Garden,https://images.gr-assets.com/books/1327873635m/2998.jpg
4,Cien años de soledad,https://images.gr-assets.com/books/1327881361m/320.jpg
4,The Picture of Dorian Gray,https://images.gr-assets.com/books/1424596966m/5297.jpg
3,Fifty Shades Freed,https://images.gr-assets.com/books/1336418837m/13536860.jpg
4,Dracula,https://images.gr-assets.com/books/1387151694m/17245.jpg
4,Flickan som lekte med elden,https://images.gr-assets.com/books/1351778881m/5060378.jpg
3,Fifty Shades Darker,https://images.gr-assets.com/books/1358266080m/11857408.jpg
4,The Poisonwood Bible,https://images.gr-assets.com/books/1412242487m/7244.jpg
4,Me Talk Pretty One Day,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,Where the Wild Things Are,https://images.gr-assets.com/books/1384434560m/19543.jpg
4,Le Comte de Monte-Cristo,https://images.gr-assets.com/books/1309203605m/7126.jpg
4,The Road,https://images.gr-assets.com/books/1439197219m/6288.jpg
3,Allegiant,https://images.gr-assets.com/books/1395582745m/18710190.jpg
4,Bossypants,https://images.gr-assets.com/books/1481509554m/9418327.jpg
4,A Walk to Remember,https://images.gr-assets.com/books/1385738968m/3473.jpg
3,Confessions of a Shopaholic,https://images.gr-assets.com/books/1327872404m/9416.jpg
4,Les Misérables,https://images.gr-assets.com/books/1411852091m/24280.jpg
4,A Clash of Kings,https://images.gr-assets.com/books/1358254974m/10572.jpg
3,The Memory Keeper's Daughter,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,Me Before You,https://images.gr-assets.com/books/1357108762m/15507958.jpg
4,Catch-22,https://images.gr-assets.com/books/1463157317m/168668.jpg
4,Tuesdays with Morrie,https://images.gr-assets.com/books/1423763749m/6900.jpg
4,Middlesex,https://images.gr-assets.com/books/1437029776m/2187.jpg
3,The Adventures of Tom Sawyer,https://images.gr-assets.com/books/1404811979m/24583.jpg
4,A Wrinkle in Time,https://images.gr-assets.com/books/1329061522m/18131.jpg
3,The Joy Luck Club,https://images.gr-assets.com/books/1304978653m/7763.jpg
4,The Handmaid's Tale,https://images.gr-assets.com/books/1498057733m/38447.jpg
3,The Sisterhood of the Traveling Pants,https://images.gr-assets.com/books/1461611233m/452306.jpg
3,Lolita,https://images.gr-assets.com/books/1377756377m/7604.jpg
3,Wicked: The Life and Times of the Wicked Witch of the West,https://images.gr-assets.com/books/1437733293m/37442.jpg
4,The Firm,https://images.gr-assets.com/books/1418465200m/5358.jpg
4,Room,https://images.gr-assets.com/books/1344265419m/7937843.jpg
4,"The Tragicall Historie of Hamlet, Prince of Denmark",https://images.gr-assets.com/books/1351051208m/1420.jpg
4,Dune,https://images.gr-assets.com/books/1434908555m/234225.jpg
3,The Tipping Point: How Little Things Can Make a Big Difference,https://images.gr-assets.com/books/1473396980m/2612.jpg
4,Steve Jobs,https://images.gr-assets.com/books/1327861368m/11084145.jpg
4,One Flew Over the Cuckoo's Nest,https://images.gr-assets.com/books/1485308778m/332613.jpg
3,The Old Man and the Sea,https://images.gr-assets.com/books/1329189714m/2165.jpg
3,The Grapes of Wrath,https://images.gr-assets.com/books/1352912927m/4395.jpg
3,The Five People You Meet in Heaven,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,Anne of Green Gables,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,City of Glass,https://images.gr-assets.com/books/1369452339m/3777732.jpg
5,A Storm of Swords,https://images.gr-assets.com/books/1497931121m/62291.jpg
3,Divine Secrets of the Ya-Ya Sisterhood,https://images.gr-assets.com/books/1408313524m/137791.jpg
4,Outlander,https://images.gr-assets.com/books/1402600310m/10964.jpg
3,The Scarlet Letter,https://images.gr-assets.com/books/1404810944m/12296.jpg
3,Miss Peregrine’s Home for Peculiar Children,https://images.gr-assets.com/books/1472782916m/9460487.jpg
4,Luftslottet som sprängdes,https://images.gr-assets.com/books/1327708260m/6892870.jpg
4,The Martian,https://images.gr-assets.com/books/1413706054m/18007564.jpg
4,The Pillars of the Earth,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,,https://images.gr-assets.com/books/1451445646m/18143977.jpg
4,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",https://images.gr-assets.com/books/1327861115m/8664353.jpg
3,Deception Point,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3,The Goldfinch,https://images.gr-assets.com/books/1451554970m/17333223.jpg
4,Thirteen Reasons Why,https://images.gr-assets.com/books/1333822506m/1217100.jpg
3,Girl with a Pearl Earring,https://images.gr-assets.com/books/1327197580m/2865.jpg
4,If I Stay,https://images.gr-assets.com/books/1347462970m/4374400.jpg
4,The Red Tent,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,The Sea of Monsters,https://images.gr-assets.com/books/1400602661m/28186.jpg
4,Dear John,https://images.gr-assets.com/books/1397749854m/5526.jpg
4,City of Ashes,https://images.gr-assets.com/books/1432730356m/1582996.jpg
3,The Tragedy of Macbeth,https://images.gr-assets.com/books/1459795224m/8852.jpg
4,The Two Towers,https://images.gr-assets.com/books/1298415523m/15241.jpg
3,Something Borrowed,https://images.gr-assets.com/books/1305063535m/42156.jpg
4,Green Eggs and Ham,https://images.gr-assets.com/books/1468680100m/23772.jpg
4,Charlie and the Chocolate Factory,https://images.gr-assets.com/books/1309211401m/6310.jpg
4,The Battle of the Labyrinth,https://images.gr-assets.com/books/1443142158m/2120932.jpg
3,Great Expectations,https://images.gr-assets.com/books/1327920219m/2623.jpg
4,The Return of the King,https://images.gr-assets.com/books/1389977161m/18512.jpg
4,L’Étranger,https://images.gr-assets.com/books/1349927872m/49552.jpg
4,The Lost Hero,https://images.gr-assets.com/books/1464201003m/7736182.jpg
4,Eleanor & Park,https://images.gr-assets.com/books/1341952742m/15745753.jpg
4,A Feast for Crows,https://images.gr-assets.com/books/1429538615m/13497.jpg
3,Matched,https://images.gr-assets.com/books/1367706191m/7735333.jpg
4,American Gods,https://images.gr-assets.com/books/1258417001m/4407.jpg
4,The Stand,https://images.gr-assets.com/books/1213131305m/149267.jpg
4,The Last Song,https://images.gr-assets.com/books/1286549186m/6400090.jpg
3,Digital Fortress,https://images.gr-assets.com/books/1360095966m/11125.jpg
4,Emma,https://images.gr-assets.com/books/1373627931m/6969.jpg
4,Анна Каренина,https://images.gr-assets.com/books/1352422904m/15823480.jpg
4,A Clockwork Orange,https://images.gr-assets.com/books/1348339306m/227463.jpg
3,The Shack: Where Tragedy Confronts Eternity,https://images.gr-assets.com/books/1344270232m/1812457.jpg
4,The Last Olympian,https://images.gr-assets.com/books/1327924597m/4502507.jpg
4,It,https://images.gr-assets.com/books/1309376909m/18342.jpg
4,Преступление и наказание,https://images.gr-assets.com/books/1382846449m/7144.jpg
4,The Bell Jar,https://images.gr-assets.com/books/1473890514m/6514.jpg
4,Angela's Ashes: A Memoir,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,Siddhartha,https://images.gr-assets.com/books/1428715580m/52036.jpg
4,In Cold Blood,https://images.gr-assets.com/books/1424931136m/168642.jpg
3,Beautiful Creatures,https://images.gr-assets.com/books/1327873282m/6304335.jpg
4,Clockwork Angel,https://images.gr-assets.com/books/1454962884m/7171637.jpg
4,Matilda,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,The Night Circus,https://images.gr-assets.com/books/1387124618m/9361589.jpg
4,The Other Boleyn Girl,https://images.gr-assets.com/books/1355932638m/37470.jpg
3,Uglies,https://images.gr-assets.com/books/1443904172m/24770.jpg
4,A Dance with Dragons,https://images.gr-assets.com/books/1327885335m/10664113.jpg
4,The Lord of the Rings,https://images.gr-assets.com/books/1411114164m/33.jpg
4,Wild: From Lost to Found on the Pacific Crest Trail ,https://images.gr-assets.com/books/1453189881m/12262741.jpg
4,Watchmen,https://images.gr-assets.com/books/1442239711m/472331.jpg
5,The Name of the Wind,https://images.gr-assets.com/books/1472068073m/186074.jpg
4,Outliers: The Story of Success,https://images.gr-assets.com/books/1344266315m/3228917.jpg
3,"Moby Dick; or, The Whale",https://images.gr-assets.com/books/1327940656m/153747.jpg
4,The Guernsey Literary and Potato Peel Pie Society,https://images.gr-assets.com/books/1351979318m/2728527.jpg
4,Fight Club,https://images.gr-assets.com/books/1357128997m/5759.jpg
4,Dead Until Dark,https://images.gr-assets.com/books/1468560853m/301082.jpg
4,The Color Purple,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,Marley & Me: Life and Love with the World's Worst Dog,https://images.gr-assets.com/books/1308858322m/12691.jpg
4,Ten Little Niggers,https://images.gr-assets.com/books/1391120695m/16299.jpg
3,The Lost Symbol,https://images.gr-assets.com/books/1358274396m/6411961.jpg
4,"Hush, Hush",https://images.gr-assets.com/books/1358261334m/6339664.jpg
4,Beautiful Disaster,https://images.gr-assets.com/books/1358259032m/11505797.jpg
4,A Christmas Carol,https://images.gr-assets.com/books/1406512317m/5326.jpg
4,Interview with the Vampire,https://images.gr-assets.com/books/1380631642m/43763.jpg
4,The Selection,https://images.gr-assets.com/books/1322103400m/10507293.jpg
4,One for the Money,https://images.gr-assets.com/books/1316730230m/6853.jpg
4,The Immortal Life of Henrietta Lacks,https://images.gr-assets.com/books/1327878144m/6493208.jpg
4,The Silence of the Lambs,https://images.gr-assets.com/books/1390426249m/23807.jpg
4,,https://images.gr-assets.com/books/1361098973m/345627.jpg
3,Blink: The Power of Thinking Without Thinking,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3,Atonement,https://images.gr-assets.com/books/1320449708m/6867.jpg
3,Die Verwandlung,https://images.gr-assets.com/books/1359061917m/485894.jpg
4,The Titan's Curse,https://images.gr-assets.com/books/1361038385m/561456.jpg
4,,https://images.gr-assets.com/books/1500930947m/9969571.jpg
4,The Art of Racing in the Rain,https://images.gr-assets.com/books/1377206302m/3153910.jpg
4,"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America",https://images.gr-assets.com/books/1312066724m/21996.jpg
4,Bared to You,https://images.gr-assets.com/books/1477803272m/13572249.jpg
4,The Chronicles of Narnia,https://images.gr-assets.com/books/1449868701m/11127.jpg
4,Twilight: The Complete Illustrated Movie Companion,https://images.gr-assets.com/books/1352539022m/3609760.jpg
4,"A Child Called ""It"": One Child's Courage to Survive",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,The Bourne Identity,https://images.gr-assets.com/books/1335860740m/7869.jpg
3,Artemis Fowl,https://images.gr-assets.com/books/1327945104m/249747.jpg
3,Fallen,https://images.gr-assets.com/books/1440619649m/6487308.jpg
4,East of Eden  ,https://images.gr-assets.com/books/1441547516m/4406.jpg
3,Dark Places,https://images.gr-assets.com/books/1354988288m/5886881.jpg
4,The Client,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3,The Nanny Diaries,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,Alice's Adventures in Wonderland,https://images.gr-assets.com/books/1327872220m/24213.jpg
4,Persuasion,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,Elle s'appelait Sarah,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,The Gunslinger,https://images.gr-assets.com/books/1375776480m/43615.jpg
3,El amor en los tiempos del cólera,https://images.gr-assets.com/books/1327124987m/9712.jpg
4,Speak,https://images.gr-assets.com/books/1310121762m/439288.jpg
3,The Husband's Secret ,https://images.gr-assets.com/books/1460577225m/17802724.jpg
4,Into Thin Air: A Personal Account of the Mt. Everest Disaster,https://images.gr-assets.com/books/1463384482m/1898.jpg
3,Carrie,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3,Running with Scissors,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,World War Z: An Oral History of the Zombie War,https://images.gr-assets.com/books/1386328204m/8908.jpg
3,Inferno,https://images.gr-assets.com/books/1397093185m/17212231.jpg
4,Number the Stars,https://images.gr-assets.com/books/1370917812m/47281.jpg
4,Along Came a Spider,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,Misery,https://images.gr-assets.com/books/1270545451m/10614.jpg
3,Sharp Objects,https://images.gr-assets.com/books/1423241485m/66559.jpg
4,Bridge to Terabithia,https://images.gr-assets.com/books/1327880087m/2839.jpg
3,Marked,https://images.gr-assets.com/books/1317067002m/30183.jpg
4,The 7 Habits of Highly Effective People,https://images.gr-assets.com/books/1421842784m/36072.jpg
4,A Midsummer Night's Dream,https://images.gr-assets.com/books/1327874534m/1622.jpg
4,Extremely Loud and Incredibly Close,https://images.gr-assets.com/books/1327879967m/4588.jpg
4,Wonder,https://images.gr-assets.com/books/1309285027m/11387515.jpg
4,The Cat in the Hat,https://images.gr-assets.com/books/1468890477m/233093.jpg
4,Cinder,https://images.gr-assets.com/books/1470056948m/11235712.jpg
3,The Cuckoo's Calling,https://images.gr-assets.com/books/1358716559m/16160797.jpg
3,Shiver,https://images.gr-assets.com/books/1409283154m/6068551.jpg
3,Atlas Shrugged,https://images.gr-assets.com/books/1405868167m/662.jpg
3,Three Cups of Tea ,https://images.gr-assets.com/books/1395407074m/49436.jpg
4,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,La sombra del viento,https://images.gr-assets.com/books/1344545047m/1232.jpg
3,The Scorch Trials,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,How to Win Friends and Influence People,https://images.gr-assets.com/books/1442726934m/4865.jpg
3,Under the Tuscan Sun,https://images.gr-assets.com/books/1320524083m/480479.jpg
4,Big Little Lies,https://images.gr-assets.com/books/1492239430m/19486412.jpg
4,Ella Enchanted,https://images.gr-assets.com/books/1410727190m/24337.jpg
3,The Sun Also Rises,https://images.gr-assets.com/books/1331828228m/3876.jpg
4,A Tree Grows In Brooklyn ,https://images.gr-assets.com/books/1327883484m/14891.jpg
3,Kiss the Girls,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5,The Nightingale,https://images.gr-assets.com/books/1451446316m/21853621.jpg
3,Never Let Me Go,https://images.gr-assets.com/books/1353048590m/6334.jpg
4,"PS, I Love You",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,Rebecca,https://images.gr-assets.com/books/1327871977m/12873.jpg
4,Flowers for Algernon,https://images.gr-assets.com/books/1367141311m/18373.jpg
4,Como agua para chocolate,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,Snow Flower and the Secret Fan,https://images.gr-assets.com/books/1327880508m/1103.jpg
4,The Godfather,https://images.gr-assets.com/books/1394988109m/22034.jpg
3,An Abundance of Katherines,https://images.gr-assets.com/books/1360206426m/49750.jpg
4,Foundation,https://images.gr-assets.com/books/1417900846m/29579.jpg
4,The Ocean at the End of the Lane,https://images.gr-assets.com/books/1497098563m/15783514.jpg
4,A Light in the Attic,https://images.gr-assets.com/books/1427169918m/30118.jpg
3,"Harry Potter and the Cursed Child, Parts One and Two",https://images.gr-assets.com/books/1470082995m/29056083.jpg
4,Delirium,https://images.gr-assets.com/books/1327890411m/11614718.jpg
4,The Pelican Brief,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,Coraline,https://images.gr-assets.com/books/1493497435m/17061.jpg
4,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",https://images.gr-assets.com/books/1392528568m/12067.jpg
3,On the Road,https://images.gr-assets.com/books/1413588576m/70401.jpg
4,The Rosie Project,https://images.gr-assets.com/books/1371651741m/16181775.jpg
4,The Lucky One,https://images.gr-assets.com/books/1420816338m/3063499.jpg
3,The Fountainhead,https://images.gr-assets.com/books/1491163636m/2122.jpg
4,The Hunt for Red October,https://images.gr-assets.com/books/1281995542m/19691.jpg
4,Watership Down,https://images.gr-assets.com/books/1405136931m/76620.jpg
3,Is Everyone Hanging Out Without Me? (And Other Concerns),https://images.gr-assets.com/books/1443264638m/10335308.jpg
4,Cutting for Stone,https://images.gr-assets.com/books/1327931601m/3591262.jpg
4,The Voyage of the Dawn Treader,https://images.gr-assets.com/books/1343185059m/140225.jpg
3,Treasure Island,https://images.gr-assets.com/books/1485248909m/295.jpg
4,The Son of Neptune ,https://images.gr-assets.com/books/1464201114m/9520360.jpg
4,11/22/63,https://images.gr-assets.com/books/1327876792m/10644930.jpg
4,The Very Hungry Caterpillar,https://images.gr-assets.com/books/1327878225m/4948.jpg
4,Cat's Cradle,https://images.gr-assets.com/books/1327867150m/135479.jpg
3,The Time Machine,https://images.gr-assets.com/books/1327942880m/2493.jpg
4,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,The Boy in the Striped Pyjamas,https://images.gr-assets.com/books/1366228171m/39999.jpg
3,Heart of Darkness,https://images.gr-assets.com/books/1392799983m/4900.jpg
4,Safe Haven,https://images.gr-assets.com/books/1344268800m/7812659.jpg
3,The Secret,https://images.gr-assets.com/books/1482865039m/52529.jpg
4,I Know This Much Is True ,https://images.gr-assets.com/books/1373532198m/227711.jpg
3,Pet Sematary,https://images.gr-assets.com/books/1308894674m/10583.jpg
3,She's Come Undone,https://images.gr-assets.com/books/1408313457m/5203.jpg
5,The Wise Man's Fear,https://images.gr-assets.com/books/1452624392m/1215032.jpg
3,Can You Keep a Secret?,https://images.gr-assets.com/books/1330464293m/33724.jpg
4,City of Fallen Angels,https://images.gr-assets.com/books/1369452302m/6752378.jpg
3,Good in Bed,https://images.gr-assets.com/books/1327936464m/14748.jpg
4,The Thorn Birds,https://images.gr-assets.com/books/1391416796m/3412.jpg
4,The Graveyard Book,https://images.gr-assets.com/books/1303859949m/2213661.jpg
4,The Light Between Oceans,https://images.gr-assets.com/books/1336683021m/13158800.jpg
3,Tintenherz,https://images.gr-assets.com/books/1328866790m/28194.jpg
3,Who Moved My Cheese?,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,A Walk in the Woods,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,I Know Why the Caged Bird Sings,https://images.gr-assets.com/books/1327957927m/13214.jpg
4,Orphan Train,https://images.gr-assets.com/books/1362409483m/15818107.jpg
4,City of Lost Souls,https://images.gr-assets.com/books/1460477703m/8755776.jpg
3,"Where'd You Go, Bernadette",https://images.gr-assets.com/books/1338822317m/13526165.jpg
4,Where the Red Fern Grows,https://images.gr-assets.com/books/1166154337m/10365.jpg
4,Neverwhere,https://images.gr-assets.com/books/1348747943m/14497.jpg
4,Nesnesitelná lehkost bytí,https://images.gr-assets.com/books/1265401884m/9717.jpg
4,,https://images.gr-assets.com/books/1499565420m/16068905.jpg
4,A Prayer for Owen Meany,https://images.gr-assets.com/books/1260470010m/4473.jpg
3,White Oleander,https://images.gr-assets.com/books/1501159524m/32234.jpg
4,Legend,https://images.gr-assets.com/books/1501368160m/9275658.jpg
4,Nineteen Minutes,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4,The Last Lecture,https://images.gr-assets.com/books/1388075896m/2318271.jpg
4,The Eye of the World,https://images.gr-assets.com/books/1337818095m/228665.jpg
4,The Pact,https://images.gr-assets.com/books/1410754561m/10916.jpg
4,The magician's nephew,https://images.gr-assets.com/books/1308814770m/65605.jpg
